wn_synset	babelnet_id	pos	lemmata en	lemmata it	definition	confidence	dist_from_music	dist_from_entity
n00910533	bn:00051448n	n	lip_synchronization, lip_synchronisation, lip_synch, lip_sync	play-back, playback	combining audio and video recording in such a way that the sound is perfectly synchronized with the action that produced it; especially synchronizing the movements of a speaker's lips with the sound of his speech	0.434	11	9
n06494016	bn:00062937n	n	playlist, play_list	playlist	a list of musical selections for performance or for broadcast by radio	0.22	7	7
n03467796	bn:00042151n	n	guitar_pick	plettro_per_chitarra	a plectrum used to pluck a guitar	0.373	12	8
n07056504	bn:00063360n	n	polka	polca, polka	music performed for dancing the polka	0.542	2	6
a02855757	bn:00108785a	a	polyphonic, polyphonous	polifonico	of or relating to or characterized by polyphony	1.0	99	99
a02437685	bn:00108791a	a	polytonal	politonale	using more than one key or tonality simultaneously	1.0	99	99
n04086446	bn:00067577n	n	revolving_door, revolver	porta_girevole, revolver	a door consisting of four orthogonal partitions that rotate about a central pivot; a door designed to equalize the air pressure in tall buildings	0.555	14	10
n10455915	bn:00063698n	n	poseur, poser	posatore, poser	a person who habitually pretends to be something he is not	0.656	12	8
v01725615	bn:00091961v	v	prelude	preludio	play as a prelude	0.667	99	99
n07040543	bn:00064150n	n	prelude	preludio, preludi	music that precedes a fugue or introduces an act in an opera	0.805	1	5
n07040693	bn:00018743n	n	chorale_prelude	preludio_corale	a composition for organ using a chorale as a basis for variations	0.653	2	6
v02179915	bn:00091971v	v	prepare	preparare	lead up to and soften by sounding the dissonant note in it as a consonant note in the preceding chord	1.0	99	99
n07027942	bn:00064169n	n	preparation	preparazione	(music) a note that produces a dissonant chord is first heard in a consonant chord	0.857	2	6
n09946814	bn:00021334n	n	compere	presentatore	British term for someone who introduces television acts or cabarets etc	0.5	10	6
r00061899	bn:00116691r	r	presto	presto	at a very fast tempo (faster than allegro)	1.0	99	99
n15224692	bn:00064472n	n	prison_term, sentence, time	prigionia, sentenza	the period of time a prisoner is imprisoned	0.007	8	6
n07031276	bn:00064397n	n	primo	primo, prima_parte	the principal part of a duet (especially a piano duet)	1.0	3	7
n05643190	bn:00064626n	n	proficiency, technique	professionalità	skillfulness in the command of fundamentals deriving from practice and familiarity	0.727	7	5
n07342383	bn:00070576n	n	sequence	progressione	several repetitions of a melodic phrase in different keys	0.901	9	7
n00897365	bn:00028686n	n	dress_rehearsal	prova_generale	a full uninterrupted rehearsal in costumes shortly before the first performance	0.283	11	9
n00897026	bn:00028948n	n	rehearsal, dry_run	prove_generali, prova	a practice session in preparation for a public performance (as of a play or speech or concert)	0.306	10	8
n04073208	bn:00067023n	n	release	pubblicazione_musicale, uscita	merchandise issued for sale or public showing (especially a record or film)	0.554	11	7
n07065740	bn:00065237n	n	punk_rock, punk	punk_rock, punk	rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock	0.72	4	7
n04346679	bn:00074845n	n	stylus	puntina	a sharp pointed device attached to the cartridge of a record player	0.037	11	7
n05865998	bn:00063213n	n	point	punto	a geometric element that has position but no extension	0.25	11	9
n04030965	bn:00065499n	n	quadraphony, quadraphonic_system, quadriphonic_system	quadrifonia	a stereophonic sound recording or reproducing system using four separate channels	0.541	14	10
n07056593	bn:00065508n	n	quadrille	quadriglio	music for dancing the quadrille	0.287	2	6
n07009808	bn:00069553n	n	scene	quadro, scena	a subdivision of an act of a play	0.5	6	6
n08247561	bn:00074691n	n	string_quartet, string_quartette	quartetti_per_archi, quartetto_d'archi, quartetto_di_violini, quartetto_per_archi	an instrumental quartet with 2 violins and a viola and a cello	0.809	9	7
n07041688	bn:00065610n	n	quartet, quartette	quartetto	a musical composition for four performers	1.0	2	6
n08247251	bn:00065609n	n	quartet, quartette	quartetto_strumentale, quartetto_vocale, quartetto	four performers or singers who perform together	0.872	8	6
n07058668	bn:00065699n	n	quickstep	quickstep	military march accompanying quick time	1.0	4	7
n07041795	bn:00065730n	n	quintet, quintette	quintetto	a musical composition for five performers	1.0	2	6
n08247703	bn:00065731n	n	quintet, quintette	quintetto	five performers or singers who perform together	0.881	8	6
n07064315	bn:00065774n	n	rhythm_and_blues, R_and_B	r&b, r'n'b, r_&_b, rhythm'n'blues, rhythm_&_blues, rhythm_'n'_blues, rhythm_and_blues, rnb	a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll	0.784	3	6
n11251531	bn:00065821n	n	Rachmaninoff, Sergei_Rachmaninoff, Sergei_Vasilievich_Rachmaninoff, Rachmaninov, Sergei_Rachmaninov, Sergei_Vasilievich_Rachmaninov	rachmaninoff, rachmaninof, rachmaninov, rachmaninow, rakhmaninov, rakhmaninow, sergei_rachmaninov, sergei_rachmaninow, sergei_vasilevich_rachmaninov, sergei_vasilievich_rachmaninoff, sergej_rachmaninoff, sergej_rachmaninov, sergej_rachmaninow, sergey_rachmaninoff, sergej_vasil'evič_rachmaninov, sergei_wassilievitch_rachmaninoff, sergej_wassiljewitsch_rachmaninow	composer and piano virtuoso born in Russia (1873-1943)	0.482	12	8
n07060844	bn:00065987n	n	ragtime, rag	rag_time, ragtime	music with a syncopated melody (usually for the piano)	0.604	2	6
n11361585	bn:00066090n	n	Vaughan_Williams, Ralph_Vaughan_Williams	ralph_vaughan-williams, ralph_vaughan_williams	English composer influenced by folk tunes and music of the Tudor period (1872-1958)	0.417	12	8
n11295464	bn:00066288n	n	Shankar, Ravi_Shankar	ravi_shankar	Indian sitar player who popularized classical Indian music in the West (born in 1920)	0.379	12	8
v01707495	bn:00092442v	v	realize, realise	realizzato	expand or complete (a part in a piece of baroque music) by supplying the harmonies indicated in the figured bass	1.0	99	99
n07039056	bn:00066410n	n	realization, realisation	realizzazione	a musical composition that has been completed or enriched by someone other than the composer	0.75	2	6
n07087346	bn:00066540n	n	recitative	recitativo	a vocal passage of narrative text that a singer delivers with natural rhythms of speech	0.69	3	7
n00540211	bn:00066769n	n	reel, Scottish_reel	reel	a lively dance of Scottish Highlanders; marked by circular moves and gliding steps	0.621	14	12
n07066285	bn:00066875n	n	reggae	reggae	popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar	0.624	3	6
n10516422	bn:00066877n	n	regicide	regicida	someone who commits regicide; the killer of a king	0.25	9	5
v00999270	bn:00094822v	v	tape_record	registrazione_con_nastro_magnetico	record with a tape recorder	1.0	99	99
n05126849	bn:00066891n	n	register	registro	(music) the timbre that is characteristic of a certain range and manner of production of the human voice or of different pipe organ stops or of different musical instruments	0.73	8	6
n11334317	bn:00067104n	n	Tebaldi, Renata_Tebaldi	renata_tebaldi	Italian operatic soprano (born in 1922)	0.665	13	9
n01020770	bn:00062940n	n	playback	replay	the act of reproducing recorded sound	1.0	13	11
v01707128	bn:00092697v	v	reharmonize, reharmonise	riarmonizzare	provide with a different harmony	1.0	99	99
n07027651	bn:00066951n	n	reharmonization, reharmonisation	riarmonizzazione	a piece of music whose original harmony has been revised	0.918	3	7
n07039238	bn:00066482n	n	recapitulation	ricapitolazione, ripresa	(music) the section of a composition or movement (especially in sonata form) in which musical themes that were introduced earlier are repeated	1.0	2	6
n10942473	bn:00024937n	n	D'Oyly_Carte, Richard_D'Oyly_Carte	richard_d'oyly_carte	English impresario who brought Gilbert and Sullivan together and produced many of their operettas in London (1844-1901)	0.462	14	10
n11267745	bn:00067733n	n	Rodgers, Richard_Rodgers	richard_rodgers, richard_rogers	United States composer of musical comedies (especially in collaboration with Oscar Hammerstein II and with Lorenz Hart) (1902-1979)	0.354	12	8
n11321647	bn:00067736n	n	Strauss, Richard_Strauss	richard_strauss	German composer of many operas; collaborated with librettist Hugo von Hoffmannsthal to produce several operas (1864-1949)	0.434	12	8
n11369834	bn:00067739n	n	Wagner, Richard_Wagner, Wilhelm_Richard_Wagner	richard_wagner, wagner, wilhelm_richard_wagner	German composer of operas and inventor of the musical drama in which drama and spectacle and music are fused (1813-1883)	0.31	12	8
n11313726	bn:00067735n	n	Starr, Ringo_Starr, Starkey, Richard_Starkey	ringo_starr	rock star and drummer for the Beatles (born in 1940)	0.58	13	9
n07383616	bn:00027189n	n	ding-dong	rintocco, tocco	the noise made by a bell	1.0	9	7
n00940217	bn:00066483n	n	recapitulation	ripresa	(music) the repetition of themes introduced earlier (especially when one is composing the final part of a movement)	1.0	11	9
n02979074	bn:00016497n	n	cassette_deck	riproduttore_di_cassette	a tape deck for playing and recording cassette tapes	0.25	13	9
n01019901	bn:00067176n	n	reproduction, replication	riproduzione	the act of making copies	0.667	11	9
n01020362	bn:00072906n	n	sound_reproduction	riproduzione_del_suono	the reproduction of sound	0.252	12	10
n07028221	bn:00067343n	n	resolution	risoluzione	(music) a dissonant chord is followed by a consonant chord	0.833	2	6
n00051077	bn:00020898n	n	comeback	ritorno	return by a celebrity to some previously successful activity	0.152	11	9
n07030174	bn:00047344n	n	inversion	rivolto	(counterpoint) a variation of a melody or part in which ascending intervals are replaced by descending intervals and vice versa	0.762	4	8
n11287016	bn:00068019n	n	Schumann, Robert_Schumann, Robert_Alexander_Schumann	robert_alexander_schumann, robert_schumann	German romantic composer known for piano music and songs (1810-1856)	0.429	12	8
n07064537	bn:00068078n	n	rockabilly	rockabilly	a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat	0.712	3	6
n10535706	bn:00068080n	n	rocker	rocker	a teenager or young adult in the 1960s who wore leather jackets and rode motorcycles	0.165	10	6
n11293805	bn:00068122n	n	Sessions, Roger_Sessions, Roger_Huntington_Sessions	roger_sessions	United States composer who promoted 20th century music (1896-1985)	0.386	12	8
n06380879	bn:00068217n	n	rondeau, rondel	rondeau, rondello, rondel, rondò	a French verse form of 10 or 13 lines running on two rhymes; the opening phrase is repeated as the refrain of the second and third stanzas	0.336	7	7
n07043968	bn:00068216n	n	rondo, rondeau	rondello, rondò	a musical form that is often the last movement of a sonata	0.747	3	6
n11216100	bn:00059280n	n	Orbison, Roy_Orbison	roy_orbison	United States composer and rockabilly tenor popular in the 1950s (1936-1988)	0.546	12	8
n15265423	bn:00068456n	n	rubato	rubato, tempo_rubato	a flexible tempo; not strictly on the beat	0.879	8	6
n11293334	bn:00068500n	n	Serkin, Rudolf_Serkin	rudolf_serkin	United States concert pianist (born in Czechoslovakia) (1903-1991)	0.551	12	8
n07388816	bn:00028900n	n	paradiddle, roll, drum_roll	rullio, rullo	the sound of a drum (especially a snare drum) beaten rapidly and continuously	0.647	8	6
n05720248	bn:00027739n	n	noise, dissonance, racket	rumore	the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience	1.0	11	9
n05718254	bn:00007134n	n	sound, auditory_sensation	rumore, suono	the subjective sensation of hearing something	0.714	10	8
n07395104	bn:00062837n	n	splash, plash	rumore_dello_schizzo, schizzo, splash	the sound like water splashing	0.087	9	7
n04123123	bn:00068737n	n	sackbut	sackbut	a medieval musical instrument resembling a trombone	0.719	15	11
n04064107	bn:00066590n	n	recording_studio	sala_d'incisione, sala_di_incisione, sala_di_registrazione, studi_di_registrazione, studio_di_registrazione	studio where tapes and records are recorded	0.466	12	8
n03177059	bn:00026347n	n	departure_lounge	sala_partenze	lounge where passengers can await departure	0.5	13	9
n10487363	bn:00064967n	n	psalmist	salmista	a composer of sacred songs	0.173	12	8
n07056895	bn:00069055n	n	samba	samba	music composed for dancing the samba	0.479	2	6
n10834439	bn:00008533n	n	Barber, Samuel_Barber	samuel_barber	United States composer (1910-1981)	0.547	12	8
n07057001	bn:00069244n	n	saraband	sarabanda	music composed for dancing the saraband	1.0	2	6
n11361423	bn:00069252n	n	Vaughan, Sarah_Vaughan	sarah_lois_vaughan, sarah_vaughan, sarah_vaughn	United States jazz singer noted for her complex bebop phrasing and scat singing (1924-1990)	0.655	12	8
n10554243	bn:00069434n	n	saxophonist, saxist	sassofonista, saxofonista	a musician who plays the saxophone	0.653	11	7
n10701962	bn:00076538n	n	tenor_saxophonist, tenorist	sassofono_tenore, sax_tenore	a musician who plays the tenor saxophone	0.773	12	8
n06864900	bn:00028361n	n	double_bar	sbarretta	notation marking the end of principal parts of a musical composition; two adjacent bar lines	0.746	7	7
n06800698	bn:00008483n	n	bar_line	sbarretta, stanghetta	a vertical line before the accented beat marking the boundary between musical bars	0.752	6	6
n10412784	bn:00061259n	n	peeler	sbucciatore	a worker who peels the skins from fruits and vegetables	0.0	9	5
n07379852	bn:00018980n	n	chug	sbuffo, scoppiettio	the dull explosive noise made by an engine	0.667	9	7
n04298171	bn:00073853n	n	stairs, steps	scala	a flight of stairs or a flight of steps	0.178	11	7
n03632277	bn:00049652n	n	ladder	scala_a_pioli, scala	steps consisting of two parallel members connected by rungs; for climbing up or down	0.007	12	8
n06861196	bn:00018867n	n	chromatic_scale	scala_cromatica, scale_cromatiche	a 12-note scale including all the semitones of the octave	0.669	8	8
n06861020	bn:00055200n	n	minor_scale, minor_diatonic_scale	scala_minore	a diatonic scale with notes separated by whole tones except for the 2nd and 3rd and 5th and 6th	0.643	10	10
n00547244	bn:00069530n	n	scat, scat_singing	scat	singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument	0.768	4	7
v02182851	bn:00085938v	v	snap, crack	schioccare	make a sharp sound	0.5	99	99
n07053606	bn:00008435n	n	scolion, banquet_song	scolio	a song (sometimes improvised) sung by guests at a banquet	0.148	3	7
n07383696	bn:00032345n	n	explosion	scoppio	the noise caused by an explosion	0.5	9	7
n11091374	bn:00048411n	n	Joplin, Scott_Joplin	scott_joplin	United States composer who was the first creator of ragtime to write down his compositions (1868-1917)	0.458	12	8
a01016436	bn:00110242a	a	second	secondo	a part or voice or instrument or orchestra section lower in pitch than or subordinate to the first	1.0	99	99
n07031401	bn:00070157n	n	secondo	secondo, seconda_parte	the second or lower part of a duet (especially a piano duet)	1.0	3	7
n04140064	bn:00069408n	n	saw	sega	hand tool having a toothed blade for cutting	0.576	13	9
n11219502	bn:00060039n	n	Ozawa, Seiji_Ozawa	seiji_ozawa	United States conductor (born in Japan in 1935)	0.553	12	8
n07053732	bn:00070585n	n	serenade	serenata	a song characteristically played outside the house of a woman	0.333	3	7
