wn_synset	babelnet_id	pos	lemmata en	lemmata nl	definition	confidence	dist_from_music	dist_from_entity																	
wn:11378462n	bn:00008648n	n	Weber, Carl_Maria_von_Weber, Baron_Karl_Maria_Friedrich_Ernst_von_Weber	carl_maria_von_weber, baron_karl_maria_friedrich_ernst_von_weber	German conductor and composer of romantic operas (1786-1826)	0,447	12	8	NO																
wn:11307082n	bn:00008654n	n	Snow, C._P._Snow, Charles_Percy_Snow, Baron_Snow_of_Leicester	c.p._snow, charles_percy_snow, charles_percy_snow,_baron_snow, c._p._sneeuw, baron_sneeuw_van_leicester, charles_percy_sneeuw	English writer of novels about moral dilemmas in academe (1905-1980)	0,315	10	6	NO																
wn:02795978n	bn:00008699n	n	barrel_organ, grind_organ, hand_organ, hurdy_gurdy, hurdy-gurdy, street_organ	draailier, draaiorgel, straatorgel, pierement, hurdygurdy, druif, hurdy_gurdy, draaivedel, handdraaiorgel, grind_orgel, orgeldraaier, hand_orgel	a musical instrument that makes music by rotation of a cylinder studded with pegs	0,343	12	8	YES																
wn:02795670n	bn:00008703n	n	barrelhouse, honky-tonk	honky-tonk, barrelhouse, café-chantant, tingeltangel, honky_tonk	a cheap drinking and dancing establishment	0,675	13	9	NO																
wn:10837258n	bn:00008751n	n	Bartok, Bela_Bartok	bartok, bela_bartok, béla_bartók, béla_bartok, bartók, bela_bartók	"Hungarian composer and pianist who collected Hungarian folk music; in 1940 he moved to the United States (1881-1945)"	0,468	12	8	NO																
wn:04986796n	bn:00008911n	n	bass	bas	the lowest part of the musical range	0,712	8	6	YES																
wn:07032292n	bn:00008912n	n	bass, bass_part	baspartij, bas	the lowest part in polyphonic music	1	3	7	YES																
wn:09842528n	bn:00008913n	n	bass, basso	bas	an adult male singer with the lowest voice	0,5	12	8	YES																
wn:06872354n	bn:00008916n	n	bass, bass_voice, basso	bas, basstem, basis, basso, bas_zanger, basso_buffo	the lowest adult male singing voice	0,875	5	5	YES																
wn:02803539n	bn:00008919n	n	bass_clarinet	basklarinet, bas-klarinet	a large clarinet whose range is an octave below the B-flat clarinet	0,804	17	13	YES																
wn:06862954n	bn:00008920n	n	bass_clef, F_clef	bassleutel, f-sleutel	a clef that puts the F below middle C on the fourth line of a staff	0,713	8	8	YES																
wn:02803666n	bn:00008921n	n	bass_drum, gran_casa	bass_drum, bassdrum, base_drum, base-drum, basdrum, basedrum, kick_drum, bass_drum_pedaal, dubbele_basdrum, gran_casa, bass_drums	"a large drum with two heads; makes a sound of indefinite but very low pitch"	0,629	14	10	YES																
wn:02803934n	bn:00008922n	n	bass_fiddle, bass_viol, bull_fiddle, double_bass, contrabass, string_bass	contrabas, bas, bas_viool, basviool, staande_bas, stier_viool, contrabassist, basgamba, double-bassist, snarige_bas, contrabassen, stand-up_bass	largest and lowest member of the violin family	0,69	13	9	YES																
wn:02804123n	bn:00008923n	n	bass_guitar	basgitaar, elektrische_basgitaar, bas_gitaar, bassline, basgitaren, fretloze_basgitaar, elektrische_bas	the guitar with six strings that has the lowest pitch	0,678	13	9	YES																
wn:04536595n	bn:00008925n	n	viola_da_gamba, gamba, bass_viol	viola_da_gamba, gamba	viol that is the bass member of the viol family with approximately the range of the cello	0,483	15	11	YES																
wn:02803809n	bn:00008931n	n	basset_horn	bassethoorn, basset-hoorn	"a tenor clarinet; pitched in the key of F below the B-flat clarinet"	0,729	17	13	YES																
wn:03510866n	bn:00008932n	n	heckelphone, basset_oboe	heckelfoon, heckelphone, basset_hobo	an oboe pitched an octave below the ordinary oboe	0,727	17	13	YES																
wn:09842629n	bn:00008939n	n	bassist	bassist, contrabassist, basgitarist, bassiste, bassisten	a musician who play the bass viol	0,916	11	7	YES																
wn:07032556n	bn:00008940n	n	figured_bass, basso_continuo, continuo, thorough_bass	becijferde_bas, basso_continuo, continuo, basso	a bass part written out in full and accompanied by numbers to indicate the chords to be played	0,867	4	8	YES																
wn:09842716n	bn:00008943n	n	bassoonist	fagottist	a musician who plays the bassoon	0,724	11	7	YES																
wn:02809364n	bn:00009041n	n	baton, wand	dirigeerstok, dirigeerstokje, stokje	a thin tapered rod used by a conductor to lead an orchestra or choir	0,569	12	8	YES																
wn:05865454n	bn:00009262n	n	be-all_and_end-all, be_all_and_end_all	alfa_en_end-all, zijn_allen_en_eind_maken_aan_alle	"the essential factor; the all-important element; the supreme aim"	0,5	11	9	NO																
wn:07086518n	bn:00009396n	n	rhythm, beat, musical_rhythm	ritme, maat, beat, rhythme, cadans, puls, tempo, off-beat, muzikale_ritme, ritmische, ritmes, ritmische_eenheid	the basic rhythmic unit in a piece of music	0,544	7	5	YES																
wn:08369920n	bn:00009414n	n	Beatles	the_beatles, beatles, silver_beatles, beatlemania, the_beatels, the_beat_brothers, the_silver_beatles	a rock group from Liverpool who between 1962 and 1970 produced a variety of hit songs and albums (most of them written by Paul McCartney and John Lennon)	0,558	10	8	NO																
wn:07063101n	bn:00009460n	n	bop, bebop	bebop, be-bop, bop, beebop	an early form of modern jazz (originating around 1940)	0,775	4	7	YES																
wn:11305159n	bn:00009511n	n	Smetana, Bedrich_Smetana	bedrich_smetana, bed_ich_smetana, smetana	Czech composer (1824-1884)	0,417	12	8	NO																
wn:10841405n	bn:00009608n	n	Beethoven, van_Beethoven, Ludwig_van_Beethoven	ludwig_van_beethoven, van_beethoven, ludwig_von_beethoven, beethoven, ludvig_van_beethoven	"German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827)"	0,403	12	8	NO																
wn:07278014n	bn:00009609n	n	Beethoven		the music of Beethoven	1	1	5	NO																
wn:14498404n	bn:00009615n	n	befoulment, defilement, pollution	bezoedeling, befoulment	the state of being polluted	0,5	9	7	NO																
wn:07054994n	bn:00009649n	n	beguine	beguine	music written in the bolero rhythm of the beguine dance	1	2	6	YES																
wn:00546216n	bn:00009681n	n	bel_canto	belcanto, bel_canto	a style of operatic singing	0,752	11	9	YES																
wn:09849256n	bn:00009758n	n	bell_ringer	klokkenluider	someone who plays musical handbells	0,667	11	7	YES																
wn:11300326n	bn:00009773n	n	Sills, Beverly_Sills, Belle_Miriam_Silverman	beverly_sills, beverley_sills, sills, belle_miriam_silverman	United States operatic soprano (born in 1929)	0,502	13	9	NO																
wn:10842923n	bn:00009783n	n	Bellini, Vincenzo_Bellini	vincenzo_bellini, bellini	Italian composer of operas (1801-1835)	0,621	12	8	NO																
wn:06592421n	bn:00009907n	n	tribute_album, benefit_album	tribute_album, tributealbum, tribute-album, tribute_albums, profiteren_album	concept album compiling a performer's work or work supporting some worthy cause	0,868	13	9	YES																
wn:06892657n	bn:00009908n	n	benefit_concert	benefietconcert	a concert given for the benefit of some charitable cause	0,408	10	8	YES																
wn:10864635n	bn:00009935n	n	Britten, Benjamin_Britten, Edward_Benjamin_Britten, Lord_Britten_of_Aldeburgh	benjamin_britten, edward_benjamin_britten, lord_britten_van_aldeburgh, britten	"major English composer of the 20th century; noted for his operas (1913-1976)"	0,511	12	8	NO																
wn:11007332n	bn:00009936n	n	Goodman, Benny_Goodman, Benjamin_David_Goodman, King_of_Swing	benny_goodman, goede_man, benny_goodman_and_his_orchestra, king_of_swing, goodman, benjamin_david_goodman	United States clarinetist who in 1934 formed a big band (including black as well as white musicians) and introduced a kind of jazz known as swing (1909-1986)	0,605	12	8	NO																
wn:07051851n	bn:00009999n	n	lullaby, cradlesong, berceuse	berceuse, slaapliedje, slaaplied, wiegelied, slaapliedjes, slaapdeuntje, wiegeliedje	a quiet song intended to lull a child to sleep	0,425	3	7	YES																
wn:10847454n	bn:00010026n	n	Berlin, Irving_Berlin, Israel_Baline	irving_berlin, israël_baline	United States songwriter (born in Russia) who wrote more than 1500 songs and several musical comedies (1888-1989)	0,391	13	9	NO																
wn:10847653n	bn:00010031n	n	Berlioz, Hector_Berlioz, Louis-Hector_Berlioz	berlioz, hector_berlioz, louis-hector_berlioz	French composer of romantic works (1803-1869)	0,4	12	8	NO																
wn:10848802n	bn:00010062n	n	Bernstein, Leonard_Bernstein	leonard_bernstein, bernstein	United States conductor and composer (1918-1990)	0,555	12	8	NO																
wn:10849083n	bn:00010068n	n	Berry, Chuck_Berry, Charles_Edward_Berry	chuck_berry, charles_edward_berry, charles_edward_anderson_berry	United States rock singer (born in 1931)	0,601	13	9	NO																
wn:11305745n	bn:00010096n	n	Smith, Bessie_Smith	bessie_smith	United States blues singer (1894-1937)	0,446	12	8	NO																
wn:00134780n	bn:00010281n	n	punch, clout, poke, lick, biff, slug	vuistslag, oorvijg, punch, klap, slag, stomp, likken, sterke_slag	(boxing) a blow with the fist	0,425	12	10	NO																
wn:08250168n	bn:00010293n	n	big_band	big_band, bigband, big_bands, jazz_orkest, big_band_muziek, big-band	a large dance or jazz band usually featuring improvised solos by lead musicians	0,793	9	7	YES																
wn:11024226n	bn:00010402n	n	Haley, Bill_Haley, William_John_Clifton_Haley_Jr.	bill_haley, bill_haley_&_his_comets, bill_haley_and_his_comets, william_john_clifton_haley, william_john_clifton_haley_jr	United States rock singer who was one of the first to popularize rock'n'roll music (1925-1981)	0,451	13	9	NO																
wn:10916731n	bn:00010497n	n	Crosby, Bing_Crosby, Harry_Lillis_Crosby	bing_crosby, crosby, harry_lillis_crosby	United States singer and film actor (1904-1977)	0,296	11	7	NO																
wn:11222914n	bn:00010640n	n	Parker, Charlie_Parker, Yardbird_Parker, Bird_Parker, Charles_Christopher_Parker	charlie_parker, yardbird_parker, bird_parker, charles_christopher_parker	United States saxophonist and leader of the bop style of jazz (1920-1955)	0,607	12	8	NO																
wn:10851865n	bn:00010811n	n	Bizet, Georges_Bizet	georges_bizet, georges_alexandre_césar_léopold_bizet, georges_alexandre_cesar_leopold_bizet, bizet	French composer best known for his operas (1838-1875)	0,444	12	8	NO																
wn:07377473n	bn:00011127n	n	blare, blaring, cacophony, clamor, din	lawaai, geraas, gedruis, heibel, herrie, trammelant, leven, geschreeuw, misbaar, drukte, tekeergaan, pandemonium, rel, kabaal, rumoer, spektakel, schallen, schetterende	a loud harsh or strident noise	0,5	9	7	YES																
wn:10853244n	bn:00011300n	n	Blitzstein, Marc_Blitzstein	marc_blitzstein, marcus_samuel_blitzstein, blitzstein	United States pianist and composer of operas and musical plays (1905-1964)	0,289	12	8	NO																
wn:10853413n	bn:00011307n	n	Bloch, Ernest_Bloch	ernest_bloch, bloch	United States composer (born in Switzerland) who composed symphonies and chamber music and choral music and a piano sonata and an opera (1880-1959)	0,369	12	8	NO																
wn:02191773n	bn:00011448n	n	blowfly, blow_fly	bromvlieg, aasvlieg, blazen_vliegen, vleesvlieg	"large usually hairy metallic blue or green fly; lays eggs in carrion or dung or wounds"	0,684	16	12	NO																
wn:07051517n	bn:00011537n	n	blue_note	blue_note, blue_notes	a flattened third or seventh	0,867	8	8	YES																
wn:07062190n	bn:00011585n	n	bluegrass	bluegrass, bluegrass_muziek, bluegrass_band	a type of country music played at a rapid tempo on banjos and guitars	0,729	5	8	YES																
wn:07051185n	bn:00011596n	n	blues	blues, bleus, bluesmuziek, bluesman, bluesy, blues_muziek	"a type of folksong that originated among Black Americans at the beginning of the 20th century; has a melancholy sound from repeated use of blue notes"	0,635	3	6	YES																
wn:07230089n	bn:00011623n	n	braggadocio, bluster, rodomontade, rhodomontade	opschepperij, opschepperig, rhodomontade	vain and empty boasting	0,917	9	7	NO																
wn:10947108n	bn:00011703n	n	Dylan, Bob_Dylan	bob_dylan, robert_allen_zimmerman, robert_zimmerman, dylan, blind_boy_grunt	United States songwriter noted for his protest songs (born in 1941)	0,525	12	8	NO																
wn:11157580n	bn:00011705n	n	Marley, Robert_Nesta_Marley, Bob_Marley	bob_marley, robert_nesta_marley, norval_sinclair_marley, bob_marly, robert_marley, bob_marley_&_the_wailers, marley	Jamaican singer who popularized reggae (1945-1981)	0,415	12	8	NO																
wn:09862713n	bn:00011712n	n	bobbysoxer, bobby-socker	bobby_soxer, bobby-socker, bobbysoxer	an adolescent girl wearing bobby socks (common in the 1940s)	0,28	12	8	NO																
wn:07055103n	bn:00011854n	n	bolero	bolero's, bolero	music written in the rhythm of the bolero dance	0,672	2	6	YES																
wn:02867267n	bn:00011924n	n	bombardon, bombard	bombarde, bombarderen	"a large shawm; the bass member of the shawm family"	0,444	13	9	YES																
wn:02869249n	bn:00012018n	n	bones, castanets, clappers, finger_cymbals	castagnetten, castagnette, castañuelas, castanuelas, vinger_bekkens, klepper, klepels, botten	a percussion instrument consisting of a pair of hollow pieces of wood or bone (usually held between the thumb and fingers) that are made to click together (as by Spanish dancers) in rhythm with the dance	0,134	13	9	YES																
wn:07063249n	bn:00012057n	n	boogie, boogie-woogie	boogiewoogie, boogie, boogie-woogie, land_boogie, boogie_woogie	an instrumental version of the blues (especially for piano)	0,725	4	7	YES																
wn:07009946n	bn:00012062n	n	script, book, playscript	script, musical, draaiboek, muziektheater, scenario, boeken, playscript, boek_musical, muzikale_boek, muzikale_komedies, musical_theater, musicals	"a written version of a play or other dramatic composition; used in preparing for a performance"	0,312	6	6	YES																
wn:03436182n	bn:00012150n	n	ghetto_blaster, boom_box	gettoblaster, ghettoblaster, boom_box, ghetto_blaster, boombox	a portable stereo	0,32	14	10	YES																
wn:11003599n	bn:00012241n	n	Godunov, Boris_Godunov, Boris_Fyodorovich_Godunov	godunov, boris_godunov_fyodorovich, boris_godunov	czar of Russia (1551-1605)	0,458	11	7	NO																
wn:07026646n	bn:00012392n	n	comic_opera, opera_bouffe, bouffe, opera_comique	opera_buffa, komische_opera, bouffe, opera_comique, buffo, opera_bouffe, komische_opera's	opera with a happy ending and in which some of the text is spoken	0,537	4	7	YES																
